data,بدون_تشكيل,tag,المحذوف
,None,اسم,نَذِيرًا
الَّذِي,,اسم,الَّذِي
,له,حرف_جر,لَهُ
,ملك,اسم,مُلْكُ
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ
وَالْأَرْضِ,والارض,,
,ولم,حرف,وَلَمْ
يَتَّخِذْ,يتخذ,,
,None,اسم,وَلَدًا
,ولم,حرف,وَلَمْ
يَكُنْ,يكن,,
,له,حرف_جر,لَهُ
,None,اسم,شَرِيكٌ
,في,حرف_جر,فِي
الْمُلْكِ,,اسم,الْمُلْكِ
وَخَلَقَ,وخلق,,
,كل,حرف,كُلَّ
,None,اسم,شَيْءٍ
فَقَدَّرَهُ,فقدره,,
,None,اسم,تَقْدِيرًا
وَاتَّخَذُوا,واتخذوا,,
,,فعل,مِنْ
دُونِهِ,دونه,,
,None,اسم,آلِهَةً
,لا,حرف,لَا
يَخْلُقُونَ,يخلقون,,
,None,اسم,شَيْئًا
,وهم,حرف,وَهُمْ
يُخْلَقُونَ,يخلقون,,
,ولا,حرف,وَلَا
يَمْلِكُونَ,يملكون,,
لِأَنْفُسِهِمْ,لانفسهم,,
,None,اسم,ضَرًّا
,ولا,حرف,وَلَا
,None,اسم,نَفْعًا
,ولا,حرف,وَلَا
يَمْلِكُونَ,يملكون,,
,None,اسم,مَوْتًا
,ولا,حرف,وَلَا
,None,اسم,حَيَاةً
,ولا,حرف,وَلَا
,None,اسم,نُشُورًا
وَقَالَ,وقال,,
الَّذِينَ,,اسم,الَّذِينَ
كَفَرُوا,كفروا,,
,ان,حرف,إِنْ
هَٰذَا,,اسم,هذا
,الا,حرف,إِلَّا
,None,اسم,إِفْكٌ
افْتَرَاهُ,افتراه,,
وَأَعَانَهُ,واعانه,,
,عليه,حرف_جر,عَلَيْهِ
,None,اسم,قَوْمٌ
آخَرُونَ,اخرون,,
فَقَدْ,فقد,,
جَاءُوا,جاءوا,,
,None,اسم,ظُلْمًا
,None,اسم,وَزُورًا
وَقَالُوا,وقالوا,,
أَسَاطِيرُ,اساطير,,
الْأَوَّلِينَ,الاولين,اسم,الْأَوَّلِينَ
اكْتَتَبَهَا,اكتتبها,,
,فهي,حرف,فَهِيَ
تُمْلَىٰ,تملي,,
,عليه,حرف_جر,عَلَيْهِ
,None,اسم,بُكْرَةً
,None,اسم,وَأَصِيلًا
,قل,فعل,قُلْ
أَنْزَلَهُ,انزله,,
الَّذِي,,اسم,الَّذِي
يَعْلَمُ,يعلم,,
السِّرَّ,السر,اسم,السِّرَّ
,في,حرف_جر,فِي
,السماوات,اسم,السَّمَاوَاتِ
وَالْأَرْضِ,والارض,,
إِنَّهُ,انه,,
,كان,فعل,
,None,اسم,غَفُورًا
,None,اسم,رَحِيمًا
وَقَالُوا,وقالوا,,
مَالِ,مال,,
هَٰذَا,,اسم,هذا
الرَّسُولِ,الرسول,اسم,الرَّسُولِ
,ياكل,فعل,
الطَّعَامَ,الطعام,اسم,الطَّعَامَ
وَيَمْشِي,ويمشي,,
,في,حرف_جر,فِي
,الاسواق,اسم,الْأَسْوَاقِ
,لولا,حرف_جر,لَوْلَا
,انزل,اسم,أُنْزِلَ
,اليه,حرف_جر,إِلَيْهِ
,None,اسم,مَلَكٌ
فَيَكُونَ,فيكون,,
,معه,حرف_جر,مَعَهُ
,None,اسم,نَذِيرًا
,او,حرف,أَوْ
يُلْقَىٰ,يلقي,,
,اليه,حرف_جر,إِلَيْهِ
,None,اسم,كَنْزٌ
,او,حرف,أَوْ
تَكُونُ,تكون,,
,له,حرف_جر,لَهُ
,None,اسم,جَنَّةٌ
,ياكل,فعل,
,منها,حرف_جر,مِنْهَا
,وقال,اسم,وَقَالَ
الظَّالِمُونَ,الظالمون,اسم,الظَّالِمُونَ
,ان,حرف,إِنْ
تَتَّبِعُونَ,تتبعون,,
,الا,حرف,إِلَّا
,None,اسم,رَجُلًا
,None,اسم,مَسْحُورًا
,انظر,فعل,انْظُرْ
كَيْفَ,,اسم,كيف
ضَرَبُوا,ضربوا,,
,لك,حرف_جر,لَكَ
,الامثال,اسم,الْأَمْثَالَ
فَضَلُّوا,فضلوا,,
,فلا,حرف,فَلَا
يَسْتَطِيعُونَ,يستطيعون,,
,None,اسم,سَبِيلًا
تَبَارَكَ,تبارك,,
الَّذِي,,اسم,الَّذِي
,ان,حرف,إِنْ
,شاء,فعل,
,جعل,فعل,
,لك,حرف_جر,لَكَ
,None,اسم,خَيْرًا
,,فعل,مِنْ
ذَٰلِكَ,,اسم,ذلك
,None,اسم,جَنَّاتٍ
تَجْرِي,تجري,,
,,فعل,مِنْ
تَحْتِهَا,تحتها,,
الْأَنْهَارُ,الانهار,اسم,الْأَنْهَارُ
وَيَجْعَلْ,ويجعل,,
,لك,حرف_جر,لَكَ
,None,اسم,قُصُورًا
,بل,حرف,بَلْ
كَذَّبُوا,كذبوا,,
بِالسَّاعَةِ,بالساعه,,
وَأَعْتَدْنَا,واعتدنا,,
,لمن,حرف_جر,لِمَنْ
,كذب,اسم,كَذَّبَ
بِالسَّاعَةِ,بالساعه,,
,None,اسم,سَعِيرًا
إِذَا,اذا,,
رَأَتْهُمْ,راتهم,,
,,فعل,مِنْ
,None,اسم,مَكَانٍ
,None,اسم,بَعِيدٍ
سَمِعُوا,سمعوا,,
,لها,حرف_جر,لَهَا
,None,اسم,تَغَيُّظًا
,None,اسم,وَزَفِيرًا
وَإِذَا,واذا,,
أُلْقُوا,القوا,,
,منها,حرف_جر,مِنْهَا
,None,اسم,مَكَانًا
,None,اسم,ضَيِّقًا
مُقَرَّنِينَ,مقرنين,,
دَعَوْا,دعوا,,
هُنَالِكَ,,اسم,هنالك
,None,اسم,ثُبُورًا
,لا,حرف,لَا
تَدْعُوا,تدعوا,,
الْيَوْمَ,اليوم,اسم,الْيَوْمَ
,None,اسم,ثُبُورًا
,None,اسم,وَاحِدًا
وَادْعُوا,وادعوا,,
,None,اسم,ثُبُورًا
,None,اسم,كَثِيرًا
,قل,فعل,قُلْ
أَذَٰلِكَ,اذلك,,
,None,اسم,خَيْرٌ
,ام,حرف,أَمْ
جَنَّةُ,جنه,,
الْخُلْدِ,الخلد,اسم,الْخُلْدِ
الَّتِي,,اسم,الَّتِي
وُعِدَ,وعد,,
الْمُتَّقُونَ,المتقون,اسم,الْمُتَّقُونَ
كَانَتْ,كانت,,
,لهم,حرف_جر,لَهُمْ
,None,اسم,جَزَاءً
,None,اسم,وَمَصِيرًا
,لهم,حرف_جر,لَهُمْ
,فيها,اسم,فِيهَا
مَا,,اسم,ما
يَشَاءُونَ,يشاءون,,
خَالِدِينَ,خالدين,,
,كان,فعل,
,علي,حرف_جر,عَلَىٰ
,ربك,اسم,رَبِّكَ
,None,اسم,وَعْدًا
,None,اسم,مَسْئُولًا
وَيَوْمَ,ويوم,,
يَحْشُرُهُمْ,يحشرهم,,
,وما,حرف,وَمَا
يَعْبُدُونَ,يعبدون,,
,,فعل,مِنْ
دُونِ,,اسم,دون
اللَّهِ,,اسم,اللَّهِ
فَيَقُولُ,فيقول,,
أَأَنْتُمْ,اانتم,,
أَضْلَلْتُمْ,اضللتم,,
عِبَادِي,عبادي,,
هَٰؤُلَاءِ,,اسم,هولاء
,ام,حرف,أَمْ
هُمْ,,اسم,هم
ضَلُّوا,ضلوا,,
السَّبِيلَ,السبيل,اسم,السَّبِيلَ
قَالُوا,قالوا,,
سُبْحَانَكَ,سبحانك,,
مَا,,اسم,ما
,كان,فعل,
يَنْبَغِي,ينبغي,,
,لنا,حرف_جر,لَنَا
,ان,اسم,أَنْ
نَتَّخِذَ,نتخذ,,
,,فعل,مِنْ
دُونِكَ,,اسم,دونك
,,فعل,مِنْ
أَوْلِيَاءَ,اولياء,,
,ولكن,حرف,وَلَٰكِنْ
مَتَّعْتَهُمْ,متعتهم,,
وَآبَاءَهُمْ,واباءهم,,
,حتي,حرف_جر,حَتَّىٰ
,نسوا,اسم,نَسُوا
الذِّكْرَ,الذكر,اسم,الذِّكْرَ
وَكَانُوا,وكانوا,,
,None,اسم,قَوْمًا
,None,اسم,بُورًا
فَقَدْ,فقد,,
كَذَّبُوكُمْ,كذبوكم,,
,بما,حرف_جر,بِمَا
,تقولون,اسم,تَقُولُونَ
,فما,حرف,فَمَا
تَسْتَطِيعُونَ,تستطيعون,,
,None,اسم,صَرْفًا
,ولا,حرف,وَلَا
,None,اسم,نَصْرًا
,ومن,حرف_جر,وَمَنْ
,يظلم,اسم,يَظْلِمْ
,منكم,حرف_جر,مِنْكُمْ
,نذقه,اسم,نُذِقْهُ
,None,اسم,عَذَابًا
,None,اسم,كَبِيرًا
,وما,حرف,وَمَا
أَرْسَلْنَا,ارسلنا,,
قَبْلَكَ,قبلك,,
مِنَ,,اسم,من
الْمُرْسَلِينَ,المرسلين,اسم,الْمُرْسَلِينَ
,الا,حرف,إِلَّا
إِنَّهُمْ,انهم,,
لَيَأْكُلُونَ,لياكلون,,
الطَّعَامَ,الطعام,اسم,الطَّعَامَ
وَيَمْشُونَ,ويمشون,,
,في,حرف_جر,فِي
,الاسواق,اسم,الْأَسْوَاقِ
وَجَعَلْنَا,وجعلنا,,
بَعْضَكُمْ,بعضكم,,
,None,اسم,لِبَعْضٍ
,None,اسم,فِتْنَةً
أَتَصْبِرُونَ,اتصبرون,,
وَكَانَ,وكان,,
رَبُّكَ,ربك,,
,None,اسم,بَصِيرًا
وَقَالَ,وقال,,
الَّذِينَ,,اسم,الَّذِينَ
,لا,حرف,لَا
يَرْجُونَ,يرجون,,
لِقَاءَنَا,لقاءنا,,
,لولا,حرف_جر,لَوْلَا
,انزل,اسم,أُنْزِلَ
,علينا,حرف_جر,عَلَيْنَا
,الملايكه,اسم,الْمَلَائِكَةُ
,او,حرف,أَوْ
نَرَىٰ,نري,,
رَبَّنَا,ربنا,,
لَقَدِ,لقد,,
اسْتَكْبَرُوا,استكبروا,,
,في,حرف_جر,فِي
,انفسهم,اسم,أَنْفُسِهِمْ
وَعَتَوْا,وعتوا,,
,None,اسم,عُتُوًّا
,None,اسم,كَبِيرًا
يَوْمَ,يوم,,
يَرَوْنَ,يرون,,
الْمَلَائِكَةَ,الملايكه,اسم,الْمَلَائِكَةَ
,لا,حرف,لَا
بُشْرَىٰ,بشري,,
,None,اسم,يَوْمَئِذٍ
لِلْمُجْرِمِينَ,للمجرمين,,
وَيَقُولُونَ,ويقولون,,
,None,اسم,حِجْرًا
,None,اسم,مَحْجُورًا
وَقَدِمْنَا,وقدمنا,,
إِلَىٰ,الي,,
مَا,,اسم,ما
عَمِلُوا,عملوا,,
,,فعل,مِنْ
,None,اسم,عَمَلٍ
فَجَعَلْنَاهُ,فجعلناه,,
,None,اسم,هَبَاءً
,None,اسم,مَنْثُورًا
أَصْحَابُ,اصحاب,,
الْجَنَّةِ,الجنه,اسم,الْجَنَّةِ
,None,اسم,يَوْمَئِذٍ
,None,اسم,خَيْرٌ
,None,اسم,مُسْتَقَرًّا
وَأَحْسَنُ,واحسن,,
,None,اسم,مَقِيلًا
وَيَوْمَ,ويوم,,
تَشَقَّقُ,تشقق,,
السَّمَاءُ,السماء,اسم,السَّمَاءُ
بِالْغَمَامِ,بالغمام,,
وَنُزِّلَ,ونزل,,
الْمَلَائِكَةُ,الملايكه,اسم,الْمَلَائِكَةُ
,None,اسم,تَنْزِيلًا
الْمُلْكُ,,اسم,الْمُلْكُ
,None,اسم,يَوْمَئِذٍ
الْحَقُّ,,اسم,الْحَقُّ
لِلرَّحْمَٰنِ,للرحمن,,
وَكَانَ,وكان,,
,None,اسم,يَوْمًا
,علي,حرف_جر,عَلَى
,الكافرين,اسم,الْكَافِرِينَ
,None,اسم,عَسِيرًا
وَيَوْمَ,ويوم,,
يَعَضُّ,يعض,,
الظَّالِمُ,الظالم,اسم,الظَّالِمُ
,علي,حرف_جر,عَلَىٰ
,يديه,اسم,يَدَيْهِ
,يقول,فعل,
,يا,حرف,يَا
لَيْتَنِي,ليتني,,
اتَّخَذْتُ,اتخذت,,
مَعَ,مع,,
الرَّسُولِ,الرسول,اسم,الرَّسُولِ
,None,اسم,سَبِيلًا
,يا,حرف,يَا
وَيْلَتَىٰ,ويلتي,,
لَيْتَنِي,ليتني,,
,,فعل,لَمْ
أَتَّخِذْ,اتخذ,,
,None,اسم,فُلَانًا
,None,اسم,خَلِيلًا
,لقد,حرف,لَقَدْ
أَضَلَّنِي,اضلني,,
,عن,حرف_جر,عَنِ
,الذكر,اسم,الذِّكْرِ
بَعْدَ,بعد,,
,اذ,حرف,إِذْ
جَاءَنِي,جاءني,,
وَكَانَ,وكان,,
الشَّيْطَانُ,الشيطان,اسم,الشَّيْطَانُ
لِلْإِنْسَانِ,للانسان,,
,None,اسم,خَذُولًا
وَقَالَ,وقال,,
الرَّسُولُ,الرسول,اسم,الرَّسُولُ
,يا,حرف,يَا
رَبِّ,رب,,
,ان,حرف,إِنَّ
قَوْمِي,قومي,,
اتَّخَذُوا,اتخذوا,,
هَٰذَا,,اسم,هذا
الْقُرْآنَ,القران,اسم,الْقُرْآنَ
,None,اسم,مَهْجُورًا
وَكَذَٰلِكَ,,اسم,وكذلك
جَعَلْنَا,جعلنا,,
لِكُلِّ,لكل,,
,None,اسم,نَبِيٍّ
,None,اسم,عَدُوًّا
مِنَ,,اسم,من
الْمُجْرِمِينَ,المجرمين,اسم,الْمُجْرِمِينَ
وَكَفَىٰ,وكفي,,
بِرَبِّكَ,بربك,,
,None,اسم,هَادِيًا
,None,اسم,وَنَصِيرًا
وَقَالَ,وقال,,
الَّذِينَ,,اسم,الَّذِينَ
كَفَرُوا,كفروا,,
,لولا,حرف_جر,لَوْلَا
,نزل,اسم,نُزِّلَ
,عليه,حرف_جر,عَلَيْهِ
,القران,اسم,الْقُرْآنُ
,None,اسم,جُمْلَةً
,None,اسم,وَاحِدَةً
كَذَٰلِكَ,,اسم,كذلك
لِنُثَبِّتَ,لنثبت,,
,به,حرف_جر,بِهِ
,فوادك,اسم,فُؤَادَكَ
وَرَتَّلْنَاهُ,ورتلناه,,
,None,اسم,تَرْتِيلًا
,ولا,حرف,وَلَا
يَأْتُونَكَ,ياتونك,,
,None,اسم,بِمَثَلٍ
,الا,حرف,إِلَّا
جِئْنَاكَ,جيناك,,
بِالْحَقِّ,بالحق,,
وَأَحْسَنَ,واحسن,,
,None,اسم,تَفْسِيرًا
الَّذِينَ,,اسم,الَّذِينَ
يُحْشَرُونَ,يحشرون,,
,علي,حرف_جر,عَلَىٰ
,وجوههم,اسم,وُجُوهِهِمْ
إِلَىٰ,الي,,
جَهَنَّمَ,,اسم,جهنم
أُولَٰئِكَ,,اسم,اوليك
,None,اسم,شَرٌّ
,None,اسم,مَكَانًا
وَأَضَلُّ,واضل,,
,None,اسم,سَبِيلًا
وَلَقَدْ,ولقد,,
آتَيْنَا,اتينا,,
مُوسَى,,اسم,موسي
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ
وَجَعَلْنَا,وجعلنا,,
,معه,حرف_جر,مَعَهُ
,اخاه,اسم,أَخَاهُ
هَارُونَ,,اسم,هارون
,None,اسم,وَزِيرًا
فَقُلْنَا,فقلنا,,
اذْهَبَا,اذهبا,,
,الي,حرف_جر,إِلَى
,القوم,اسم,الْقَوْمِ
الَّذِينَ,,اسم,الَّذِينَ
كَذَّبُوا,كذبوا,,
بِآيَاتِنَا,باياتنا,,
فَدَمَّرْنَاهُمْ,فدمرناهم,,
,None,اسم,تَدْمِيرًا
وَقَوْمَ,وقوم,,
,None,اسم,نُوحٍ
لَمَّا,لما,,
كَذَّبُوا,كذبوا,,
الرُّسُلَ,الرسل,اسم,الرُّسُلَ
أَغْرَقْنَاهُمْ,اغرقناهم,,
وَجَعَلْنَاهُمْ,وجعلناهم,,
لِلنَّاسِ,للناس,,
,None,اسم,آيَةً
وَأَعْتَدْنَا,واعتدنا,,
لِلظَّالِمِينَ,للظالمين,,
,None,اسم,عَذَابًا
,None,اسم,أَلِيمًا
,None,اسم,وَعَادًا
وَثَمُودَ,وثمود,,
وَأَصْحَابَ,واصحاب,,
الرَّسِّ,الرس,اسم,الرَّسِّ
,None,اسم,وَقُرُونًا
بَيْنَ,,اسم,بين
ذَٰلِكَ,,اسم,ذلك
,None,اسم,كَثِيرًا
,None,اسم,وَكُلًّا
ضَرَبْنَا,ضربنا,,
,له,حرف_جر,لَهُ
,الامثال,اسم,الْأَمْثَالَ
,None,اسم,وَكُلًّا
تَبَّرْنَا,تبرنا,,
,None,اسم,تَتْبِيرًا
وَلَقَدْ,ولقد,,
أَتَوْا,اتوا,,
,علي,حرف_جر,عَلَى
,القريه,اسم,الْقَرْيَةِ
الَّتِي,,اسم,الَّتِي
أُمْطِرَتْ,امطرت,,
,مطر,فعل,
السَّوْءِ,السوء,اسم,السَّوْءِ
أَفَلَمْ,افلم,,
يَكُونُوا,يكونوا,,
يَرَوْنَهَا,يرونها,,
,بل,حرف,بَلْ
كَانُوا,كانوا,,
,لا,حرف,لَا
يَرْجُونَ,يرجون,,
,None,اسم,نُشُورًا
وَإِذَا,واذا,,
رَأَوْكَ,راوك,,
,ان,حرف,إِنْ
يَتَّخِذُونَكَ,يتخذونك,,
,الا,حرف,إِلَّا
,None,اسم,هُزُوًا
أَهَٰذَا,اهذا,,
الَّذِي,,اسم,الَّذِي
,بعث,فعل,
اللَّهُ,,اسم,اللَّهُ
,None,اسم,رَسُولًا
,ان,حرف,إِنْ
,كاد,فعل,
لَيُضِلُّنَا,ليضلنا,,
,عن,حرف_جر,عَنْ
,الهتنا,اسم,آلِهَتِنَا
,لولا,حرف_جر,لَوْلَا
,ان,اسم,أَنْ
صَبَرْنَا,صبرنا,,
,عليها,حرف_جر,عَلَيْهَا
,وسوف,اسم,وَسَوْفَ
يَعْلَمُونَ,يعلمون,,
حِينَ,حين,,
يَرَوْنَ,يرون,,
الْعَذَابَ,العذاب,اسم,الْعَذَابَ
,,فعل,مَنْ
أَضَلُّ,اضل,,
,None,اسم,سَبِيلًا
أَرَأَيْتَ,ارايت,,
مَنِ,,اسم,من
اتَّخَذَ,اتخذ,,
إِلَٰهَهُ,الهه,,
هَوَاهُ,هواه,,
أَفَأَنْتَ,افانت,,
تَكُونُ,تكون,,
,عليه,حرف_جر,عَلَيْهِ
,None,اسم,وَكِيلًا
,ام,حرف,أَمْ
تَحْسَبُ,تحسب,,
,ان,حرف,أَنَّ
أَكْثَرَهُمْ,اكثرهم,,
يَسْمَعُونَ,يسمعون,,
,او,حرف,أَوْ
يَعْقِلُونَ,يعقلون,,
,ان,حرف,إِنْ
هُمْ,,اسم,هم
,الا,حرف,إِلَّا
كَالْأَنْعَامِ,كالانعام,,
,بل,حرف,بَلْ
هُمْ,,اسم,هم
أَضَلُّ,اضل,,
,None,اسم,سَبِيلًا
أَلَمْ,الم,,
تَرَ,تر,,
إِلَىٰ,الي,,
رَبِّكَ,ربك,,
كَيْفَ,,اسم,كيف
,مد,فعل,
الظِّلَّ,الظل,اسم,الظِّلَّ
,ولو,حرف,وَلَوْ
,شاء,فعل,
لَجَعَلَهُ,لجعله,,
,None,اسم,سَاكِنًا
ثُمَّ,,اسم,ثم
جَعَلْنَا,جعلنا,,
الشَّمْسَ,الشمس,اسم,الشَّمْسَ
,عليه,حرف_جر,عَلَيْهِ
,None,اسم,دَلِيلًا
ثُمَّ,,اسم,ثم
قَبَضْنَاهُ,قبضناه,,
,الينا,حرف_جر,إِلَيْنَا
,None,اسم,قَبْضًا
,None,اسم,يَسِيرًا
,وهو,حرف,وَهُوَ
الَّذِي,,اسم,الَّذِي
,جعل,فعل,
لَكُمُ,لكم,,
اللَّيْلَ,الليل,اسم,اللَّيْلَ
,None,اسم,لِبَاسًا
وَالنَّوْمَ,والنوم,,
,None,اسم,سُبَاتًا
وَجَعَلَ,وجعل,,
النَّهَارَ,النهار,اسم,النَّهَارَ
,None,اسم,نُشُورًا
,وهو,حرف,وَهُوَ
الَّذِي,,اسم,الَّذِي
أَرْسَلَ,ارسل,,
الرِّيَاحَ,الرياح,اسم,الرِّيَاحَ
,None,اسم,بُشْرًا
بَيْنَ,,اسم,بين
يَدَيْ,يدي,,
رَحْمَتِهِ,رحمته,,
وَأَنْزَلْنَا,وانزلنا,,
مِنَ,,اسم,من
السَّمَاءِ,السماء,اسم,السَّمَاءِ
,None,اسم,مَاءً
,None,اسم,طَهُورًا
لِنُحْيِيَ,لنحيي,,
,به,حرف_جر,بِهِ
,None,اسم,بَلْدَةً
,None,اسم,مَيْتًا
وَنُسْقِيَهُ,ونسقيه,,
,مما,حرف_جر,مِمَّا
,خلقنا,اسم,خَلَقْنَا
,None,اسم,أَنْعَامًا
وَأَنَاسِيَّ,واناسي,,
,None,اسم,كَثِيرًا
وَلَقَدْ,ولقد,,
صَرَّفْنَاهُ,صرفناه,,
بَيْنَهُمْ,بينهم,,
لِيَذَّكَّرُوا,ليذكروا,,
فَأَبَىٰ,فابي,,
أَكْثَرُ,اكثر,,
النَّاسِ,الناس,اسم,النَّاسِ
,الا,حرف,إِلَّا
,None,اسم,كُفُورًا
,ولو,حرف,وَلَوْ
شِئْنَا,شينا,,
لَبَعَثْنَا,لبعثنا,,
,في,حرف_جر,فِي
,كل,اسم,كُلِّ
,None,اسم,قَرْيَةٍ
,None,اسم,نَذِيرًا
,فلا,حرف,فَلَا
تُطِعِ,تطع,,
الْكَافِرِينَ,الكافرين,اسم,الْكَافِرِينَ
وَجَاهِدْهُمْ,وجاهدهم,,
,به,حرف_جر,بِهِ
,None,اسم,جِهَادًا
,None,اسم,كَبِيرًا
